name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-4563,NO,1,0,0,0,0,0,0
GENE-4564,NO,1,0,0,0,0,0,0
GENE-4565,NO,1,621,797,903,695,684,748
GENE-4566,NO,1,0,0,0,0,0,0
GENE-4567,NO,1,0,0,0,0,0,0
GENE-4568,NO,1,20,16,17,32,9,24
GENE-4569,NO,1,0,0,0,0,0,0
GENE-4570,NO,1,0,0,0,0,0,0
GENE-4571,NO,1,1639,1197,1427,1215,1263,1753
GENE-4572,NO,1,0,0,0,1,0,1
GENE-4573,NO,1,1,0,0,0,0,0
GENE-4574,NO,1,0,0,0,0,0,0
GENE-4575,NO,1,1,0,0,1,1,2
GENE-4576,NO,1,1,0,1,0,0,0
GENE-4577,NO,1,282,1146,941,639,760,166
GENE-4578,NO,1,11,15,10,16,10,11
GENE-4579,NO,1,0,0,0,0,0,0
GENE-4580,NO,1,0,0,0,0,0,0
GENE-4581,NO,1,0,0,0,0,0,0
GENE-4582,NO,1,0,0,0,0,0,0
GENE-4583,NO,1,177,150,220,211,161,155
GENE-4584,NO,1,4,5,5,2,12,9
GENE-4585,NO,1,0,0,0,0,0,0
GENE-4586,NO,1,213,207,170,167,172,170
GENE-4587,NO,1,333,432,631,326,269,300
GENE-4588,NO,1,0,0,0,0,0,0
GENE-4589,NO,1,0,0,0,0,0,0
GENE-4590,NO,1,0,0,0,0,0,0
GENE-4591,NO,1,0,0,0,0,0,0
GENE-4592,YES,1,0,0,0,0,0,0
GENE-4593,NO,1,35,38,34,33,22,40
GENE-4594,NO,1,19,11,15,18,9,12
GENE-4595,NO,1,0,0,0,0,0,0
GENE-4596,NO,1,210,229,209,253,211,236
GENE-4597,NO,1,0,0,0,0,0,0
GENE-4598,NO,1,0,0,0,0,0,0
GENE-4599,NO,1,0,0,0,0,0,0
GENE-4600,NO,1,0,0,0,0,0,0
GENE-4601,NO,1,0,0,0,0,0,0
GENE-4602,NO,1,0,0,0,0,0,0
GENE-4603,NO,1,0,1,1,0,0,1
GENE-4604,NO,1,0,0,0,0,0,0
GENE-4605,NO,1,0,0,0,0,0,0
GENE-4606,NO,1,0,0,0,0,0,0
GENE-4607,NO,1,0,0,0,0,0,0
GENE-4608,NO,1,157,125,100,118,132,124
GENE-4609,NO,1,0,0,0,0,0,0
GENE-4610,NO,1,14,8,11,18,21,8
GENE-4611,NO,1,673,606,531,578,491,530
GENE-4612,NO,1,0,0,0,0,0,0
GENE-4613,NO,1,4,1,5,3,6,3
GENE-4614,NO,1,0,0,0,0,0,0
GENE-4615,NO,1,0,0,0,0,0,0
GENE-4616,YES,1,4,2,4,12,7,4
GENE-4617,NO,1,56,106,32,73,70,95
GENE-4618,NO,1,139,577,327,3597,1823,1219
GENE-4619,NO,1,0,0,0,0,0,0
GENE-4620,NO,1,0,0,0,0,0,0
GENE-4621,NO,1,0,0,0,0,0,0
GENE-4622,NO,1,0,0,0,0,0,0
GENE-4623,NO,1,18,17,18,32,23,16
GENE-4624,NO,1,0,0,0,0,0,0
GENE-4625,YES,1,0,0,0,0,0,0
GENE-4626,NO,1,0,0,0,0,0,0
GENE-4627,NO,1,1,0,0,1,0,1
GENE-4628,NO,1,0,0,0,0,0,0
GENE-4629,NO,1,2,0,2,2,0,0
GENE-4630,NO,1,0,0,0,0,0,0
GENE-4631,NO,1,0,0,0,0,0,0
GENE-4632,NO,1,0,0,0,0,0,0
GENE-4633,NO,1,0,0,0,0,0,0
GENE-4634,NO,1,0,0,0,0,0,0
GENE-4635,NO,1,0,0,0,1,0,0
GENE-4636,NO,1,0,0,0,0,0,0
GENE-4637,NO,1,0,0,0,0,0,0
GENE-4638,NO,1,0,0,0,0,0,0
GENE-4639,NO,1,0,0,0,0,0,0
GENE-4640,NO,1,0,0,0,0,0,0
GENE-4641,NO,1,0,0,0,0,0,0
GENE-4642,NO,1,6,3,3,2,4,5
GENE-4643,NO,1,0,0,0,0,0,0
GENE-4644,NO,1,0,0,0,0,0,0
GENE-4645,NO,1,0,0,0,0,0,0
GENE-4646,NO,1,36,128,79,79,34,141
GENE-4647,NO,1,0,2,0,3,0,3
GENE-4648,NO,1,62,44,33,53,65,62
GENE-4649,NO,1,0,0,0,0,0,0
GENE-4650,NO,1,0,0,0,0,0,0
GENE-4651,NO,1,0,0,0,0,0,0
GENE-4652,NO,1,0,0,0,0,0,0
GENE-4653,NO,1,0,0,0,0,0,0
GENE-4654,NO,1,64,80,88,60,77,93
GENE-4655,YES,1,0,0,0,0,0,0
GENE-4656,NO,1,817,1202,954,947,986,957
GENE-4657,NO,1,0,0,0,0,0,0
GENE-4658,NO,1,0,0,0,0,0,0
GENE-4659,NO,1,0,0,0,0,0,0
GENE-4660,NO,1,5262,5332,5822,5370,5723,5476
GENE-4661,NO,1,0,0,0,0,0,0
GENE-4662,NO,1,0,0,0,0,0,0
GENE-4663,NO,1,286,220,149,168,287,273
GENE-4664,NO,1,0,0,0,0,0,0
GENE-4665,NO,1,174,248,162,186,159,137
GENE-4666,NO,1,0,0,0,0,0,0
GENE-4667,NO,1,0,0,0,0,0,0
GENE-4668,NO,1,0,0,0,0,0,0
GENE-4669,NO,1,0,0,0,0,0,0
GENE-4670,NO,1,0,0,0,0,0,0
GENE-4671,NO,1,22,27,29,20,30,18
GENE-4672,NO,1,0,0,0,0,0,0
GENE-4673,NO,1,0,0,0,0,0,0
GENE-4674,NO,1,0,0,0,0,0,0
GENE-4675,NO,1,0,0,0,0,0,0
GENE-4676,NO,1,0,0,0,0,0,0
GENE-4677,NO,1,0,0,0,0,0,0
GENE-4678,NO,1,0,0,0,0,0,0
GENE-4679,NO,1,1,2,1,1,0,0
GENE-4680,NO,1,0,0,0,0,0,0
GENE-4681,NO,1,0,0,0,0,0,0
GENE-4682,NO,1,0,0,0,0,0,0
GENE-4683,NO,1,0,0,0,0,0,0
GENE-4684,NO,1,0,0,0,0,0,0
GENE-4685,NO,1,0,0,0,0,0,0
GENE-4686,NO,1,0,0,0,0,0,0
GENE-4687,NO,1,0,0,0,0,0,0
GENE-4688,NO,1,0,0,0,0,0,0
GENE-4689,NO,1,0,0,0,0,0,0
GENE-4690,NO,1,0,0,0,0,0,0
GENE-4691,NO,1,0,0,0,0,0,0
GENE-4692,NO,1,0,0,0,0,0,0
GENE-4693,NO,1,0,0,0,0,0,0
GENE-4694,NO,1,122,104,153,122,192,159
GENE-4695,NO,1,6,70,1,0,0,2
GENE-4696,NO,1,0,0,0,0,0,0
GENE-4697,NO,1,0,0,0,1,0,0
GENE-4698,NO,1,0,0,0,0,0,0
GENE-4699,NO,1,0,0,0,0,0,0
GENE-4700,NO,1,0,0,0,0,0,0
GENE-4701,NO,1,0,0,0,0,0,0
GENE-4702,NO,1,0,1,0,0,0,1
GENE-4703,NO,1,25,29,14,22,28,18
GENE-4704,NO,1,0,0,0,0,0,0
GENE-4705,NO,1,1386,1893,753,1453,1447,1460
GENE-4706,NO,1,9,18,8,16,10,11
GENE-4707,NO,1,1,1,0,0,1,2
GENE-4708,NO,1,0,0,0,0,0,0
GENE-4709,NO,1,22,7,18,18,16,11
GENE-4710,YES,1,0,0,0,0,0,0
GENE-4711,NO,1,0,0,0,0,0,0
GENE-4712,NO,1,0,0,0,0,0,0
GENE-4713,NO,1,0,0,0,0,0,0
GENE-4714,NO,1,0,0,0,0,0,0
GENE-4715,NO,1,5,3,3,1,1,7
GENE-4716,NO,1,0,0,0,0,0,0
GENE-4717,NO,1,0,0,0,0,0,0
GENE-4718,NO,1,0,0,0,0,0,0
GENE-4719,NO,1,1336,2223,1694,1185,1270,1105
GENE-4720,NO,1,110,90,114,125,86,88
GENE-4721,NO,1,0,0,0,0,0,0
GENE-4722,NO,1,0,0,0,0,0,0
GENE-4723,YES,1,0,0,0,0,0,0
GENE-4724,NO,1,0,0,0,0,0,0
GENE-4725,NO,1,0,0,0,0,0,0
GENE-4726,NO,1,0,0,0,0,0,0
GENE-4727,NO,1,0,0,0,0,0,0
GENE-4728,YES,1,0,0,0,0,0,0
GENE-4729,NO,1,198,289,237,143,220,291
GENE-4730,NO,1,0,0,0,0,0,0
GENE-4731,NO,1,0,0,0,0,0,0
GENE-4732,NO,1,0,0,0,0,0,0
GENE-4733,NO,1,0,0,0,0,0,0
GENE-4734,NO,1,0,0,0,0,0,0
GENE-4735,NO,1,0,1,0,1,1,0
GENE-4737,NO,1,0,0,0,0,0,0
GENE-4738,NO,1,0,0,0,0,0,0
GENE-4739,NO,1,0,0,0,0,0,0
GENE-4740,NO,1,0,0,0,0,0,0
GENE-4741,NO,1,0,0,0,0,0,0
GENE-4742,NO,1,0,0,0,0,0,0
GENE-4743,NO,1,0,0,0,0,0,0
GENE-4744,NO,1,0,0,0,0,0,0
GENE-4745,NO,1,0,0,0,0,0,0
GENE-4746,NO,1,0,0,0,0,0,0
GENE-4747,NO,1,14,16,16,17,9,16
GENE-4748,NO,1,89,86,93,88,85,62
GENE-4749,NO,1,182,28,49,91,113,92
GENE-4750,NO,1,0,0,0,0,0,0
GENE-4751,NO,1,0,0,0,0,0,0
GENE-4752,NO,1,0,0,0,0,0,0
GENE-4753,NO,1,290,322,378,306,333,383
GENE-4754,NO,1,816,763,696,708,817,755
GENE-4755,NO,1,3,1,3,1,2,1
GENE-4756,NO,1,0,0,0,0,0,0
GENE-4757,NO,1,0,0,0,0,0,0
GENE-4758,NO,1,267,270,224,229,248,206
GENE-4759,NO,1,0,0,0,0,0,0
GENE-4760,NO,1,0,0,0,0,0,0
GENE-4761,NO,1,0,0,0,0,0,0
GENE-4762,YES,1,0,0,0,0,0,0
GENE-4763,NO,1,6,0,3,4,4,1
GENE-4764,NO,1,43,34,21,30,27,28
GENE-4765,NO,1,0,0,0,0,0,0
GENE-4766,NO,1,361,333,372,348,340,279
GENE-4767,NO,1,0,0,0,0,0,0
GENE-4768,NO,1,112,84,103,84,116,66
GENE-4769,NO,1,0,0,0,0,0,0
GENE-4770,NO,1,0,0,0,0,0,0
GENE-4771,NO,1,0,0,0,0,0,0
GENE-4772,NO,1,0,0,0,0,0,0
GENE-4773,NO,1,0,0,0,0,0,0
GENE-4774,NO,1,83,92,105,123,83,106
GENE-4775,NO,1,0,0,0,0,0,0
GENE-4776,NO,1,0,0,0,0,0,0
GENE-4777,NO,1,0,0,0,0,0,0
GENE-4778,NO,1,0,0,0,0,0,0
GENE-4779,NO,1,0,0,0,0,0,0
GENE-4780,NO,1,0,0,0,0,0,0
GENE-4781,NO,1,0,0,0,0,0,0
GENE-4782,NO,1,0,0,0,0,0,0
GENE-4783,NO,1,25,23,29,36,14,22
GENE-4784,YES,1,0,0,0,0,0,0
GENE-4785,NO,1,465,466,567,523,515,464
GENE-4786,NO,1,0,0,0,0,0,0
GENE-4787,NO,1,0,0,0,0,0,0
GENE-4788,NO,1,0,0,0,0,0,0
GENE-4789,NO,1,0,0,0,0,0,0
GENE-4790,NO,1,0,0,0,0,0,0
GENE-4791,NO,1,0,0,0,0,0,0
GENE-4792,NO,1,0,0,0,0,0,0
GENE-4793,NO,1,35,30,41,37,38,46
GENE-4794,NO,1,0,0,0,0,0,0
GENE-4795,NO,1,0,0,0,0,0,0
GENE-4796,NO,1,54,65,47,60,55,59
GENE-4797,NO,1,11465,8271,13856,11240,11180,12080
GENE-4798,NO,1,0,0,0,0,0,0
GENE-4799,NO,1,0,0,0,0,0,0
GENE-4800,NO,1,0,0,0,0,0,0
GENE-4802,NO,1,497,548,659,392,632,527
GENE-4803,NO,1,37,37,47,33,19,18
GENE-4804,NO,1,0,0,0,0,0,0
GENE-4805,NO,1,1542,1433,1330,1588,1395,1004
GENE-4806,NO,1,0,0,0,0,0,0
GENE-4807,NO,1,0,0,0,0,0,0
GENE-4808,NO,1,0,0,0,0,0,0
GENE-4809,NO,1,0,0,0,0,0,0
GENE-4810,NO,1,502,535,679,919,903,618
GENE-4811,NO,1,186,216,259,209,232,244
GENE-4812,NO,1,12,8,11,12,9,8
GENE-4813,NO,1,0,0,0,0,0,0
GENE-4814,NO,1,0,0,0,0,0,0
GENE-4815,NO,1,2262,2180,2696,2680,2304,2623
GENE-4816,NO,1,3,5,4,8,1,2
GENE-4817,NO,1,0,0,0,0,0,0
GENE-4818,NO,1,0,0,0,0,0,0
GENE-4819,NO,1,0,0,0,0,0,0
GENE-4820,NO,1,454,653,627,749,498,742
GENE-4821,NO,1,42,39,50,39,41,54
GENE-4822,NO,1,0,0,0,0,0,0
GENE-4823,NO,1,0,0,0,0,0,0
GENE-4824,NO,1,0,0,0,0,0,0
GENE-4825,NO,1,163,96,117,127,121,151
GENE-4826,NO,1,0,0,0,0,0,0
GENE-4827,NO,1,0,0,0,0,0,0
GENE-4828,NO,1,0,0,0,0,0,0
GENE-4829,NO,1,1,2,1,0,0,0
GENE-4830,NO,1,0,0,0,0,0,0
GENE-4831,NO,1,101,90,112,102,82,98
GENE-4832,NO,1,16,10,14,13,12,10
GENE-4833,NO,1,26,50,37,65,5,20
GENE-4834,NO,1,162,114,196,157,161,168
GENE-4835,NO,1,0,0,0,0,0,0
GENE-4836,NO,1,0,0,0,0,0,0
GENE-4837,NO,1,0,0,0,0,0,0
GENE-4838,NO,1,0,0,0,0,0,0
GENE-4839,NO,1,200,219,247,157,194,83
GENE-4840,NO,1,1021,1431,1056,1514,1432,1070
GENE-4841,NO,1,0,0,0,0,0,0
GENE-4842,NO,1,0,0,0,0,0,0
GENE-4843,NO,1,24,27,23,27,20,22
GENE-4844,NO,1,0,0,0,0,0,0
GENE-4845,NO,1,2523,4397,5609,4154,5104,3077
GENE-4846,NO,1,0,0,0,1,0,0
GENE-4847,NO,1,0,0,0,0,0,0
GENE-4848,NO,1,0,0,0,0,0,0
GENE-4849,NO,1,0,0,0,0,0,0
GENE-4850,NO,1,0,0,0,0,0,0
GENE-4851,NO,1,0,0,0,0,0,0
GENE-4852,NO,1,0,0,0,0,0,0
GENE-4853,NO,1,11,6,6,5,13,12
GENE-4854,NO,1,496,330,298,361,415,329
GENE-4855,NO,1,4,2,2,0,3,0
GENE-4856,NO,1,0,0,0,0,0,0
GENE-4857,YES,1,0,0,0,0,0,0
GENE-4858,NO,1,1,2,2,1,0,0
GENE-4859,NO,1,0,0,0,0,0,0
GENE-4860,NO,1,0,0,0,0,0,0
GENE-4861,NO,1,0,0,0,0,0,0
GENE-4862,NO,1,0,0,0,0,0,0
GENE-4863,NO,1,0,0,0,0,0,0
GENE-4864,NO,1,0,0,0,0,0,0
GENE-4865,NO,1,0,0,0,0,0,0
GENE-4866,NO,1,0,0,0,0,0,0
GENE-4867,NO,1,0,0,0,0,0,0
GENE-4868,NO,1,0,0,0,0,0,0
GENE-4869,NO,1,9,3,4,5,8,6
GENE-4870,NO,1,38,21,32,30,29,35
GENE-4871,NO,1,0,0,0,0,0,0
GENE-4872,NO,1,0,0,0,0,0,0
GENE-4873,NO,1,2683,2473,2756,3142,2673,2549
GENE-4874,NO,1,2226,1648,1481,1723,1478,1773
GENE-4875,NO,1,0,1,2,2,2,0
GENE-4876,NO,1,0,0,0,0,0,0
GENE-4877,NO,1,0,0,0,0,0,0
GENE-4878,NO,1,0,0,0,0,0,0
GENE-4879,NO,1,0,0,0,0,0,0
GENE-4880,NO,1,0,0,0,0,0,0
GENE-4881,NO,1,0,0,0,0,0,0
GENE-4882,NO,1,100,139,122,135,81,83
GENE-4883,NO,1,0,0,0,0,2,1
GENE-4884,NO,1,0,0,0,0,0,0
GENE-4885,NO,1,11,16,16,16,19,20
GENE-4886,NO,1,53,95,42,105,37,58
GENE-4887,NO,1,3,1,1,1,2,1
GENE-4888,NO,1,0,0,0,0,0,0
GENE-4889,YES,1,0,0,0,0,0,0
GENE-4890,NO,1,0,0,0,0,0,0
GENE-4891,YES,1,0,0,0,0,0,0
GENE-4892,NO,1,0,0,0,0,0,0
GENE-4893,NO,1,0,0,0,0,0,0
GENE-4894,NO,1,0,0,0,0,0,0
GENE-4895,NO,1,0,0,0,0,0,0
GENE-4896,NO,1,431,442,379,350,431,584
GENE-4897,YES,1,0,0,0,0,0,0
GENE-4898,NO,1,0,0,0,0,0,0
GENE-4899,NO,1,965,1032,938,1502,1190,1463
GENE-4900,NO,1,0,0,0,0,0,0
GENE-4901,NO,1,0,0,0,0,0,0
GENE-4902,NO,1,0,0,0,0,0,0
GENE-4903,NO,1,0,0,0,0,0,0
GENE-4904,NO,1,0,0,0,0,0,0
GENE-4905,NO,1,0,0,0,0,0,0
GENE-4906,NO,1,87,73,90,82,86,99
GENE-4907,NO,1,0,0,0,0,0,0
GENE-4908,NO,1,1582,1493,1561,1477,1586,1485
GENE-4909,NO,1,0,0,0,0,0,0
GENE-4910,NO,1,0,0,0,0,0,0
GENE-4911,NO,1,0,0,0,0,0,0
GENE-4912,NO,1,26,14,9,11,10,8
GENE-4913,NO,1,0,0,0,0,0,0
GENE-4914,NO,1,107,27,90,93,149,76
GENE-4915,NO,1,0,0,0,0,0,0
GENE-4916,NO,1,0,0,0,0,0,0
GENE-4917,YES,1,0,0,0,0,0,0
GENE-4918,NO,1,0,0,0,0,0,0
GENE-4919,NO,1,0,0,0,0,0,0
GENE-4920,NO,1,0,0,0,0,0,0
GENE-4921,NO,1,1903,2062,2149,2246,2215,2440
GENE-4922,NO,1,0,0,0,0,0,0
GENE-4923,NO,1,0,0,0,0,0,0
GENE-4924,NO,1,0,0,0,0,0,0
GENE-4925,NO,1,0,0,0,0,0,0
GENE-4926,NO,1,0,0,0,0,0,0
GENE-4927,NO,1,0,0,0,0,0,0
GENE-4928,NO,1,2,1,1,1,0,2
GENE-4929,NO,1,0,0,0,0,0,0
GENE-4930,NO,1,0,0,0,0,0,0
GENE-4931,NO,1,0,0,0,0,0,0
GENE-4932,NO,1,701,867,616,761,707,655
GENE-4933,NO,1,0,0,0,0,0,0
GENE-4934,NO,1,0,0,0,0,0,0
GENE-4935,NO,1,2947,2687,5053,2143,3714,3924
GENE-4936,NO,1,0,0,0,0,0,0
GENE-4937,NO,1,4,7,3,5,5,2
GENE-4938,NO,1,0,0,0,0,1,0
GENE-4939,NO,1,12,7,16,1,9,10
GENE-4940,NO,1,0,1,0,1,1,3
GENE-4941,NO,1,0,0,0,0,0,0
GENE-4942,NO,1,0,0,0,0,0,0
GENE-4943,NO,1,0,0,0,0,0,0
GENE-4944,NO,1,0,0,0,0,0,0
GENE-4945,NO,1,0,5,1,2,4,1
GENE-4946,NO,1,0,0,0,0,0,0
GENE-4947,NO,1,0,1,0,0,0,0
GENE-4948,NO,1,0,0,0,0,0,0
GENE-4949,NO,1,5,14,22,9,17,10
GENE-4950,NO,1,0,0,0,0,0,0
GENE-4951,NO,1,747,860,1081,1147,970,866
GENE-4952,NO,1,0,0,0,0,0,0
GENE-4953,NO,1,985,1789,1086,1185,965,1089
GENE-4954,NO,1,0,0,0,0,0,0
GENE-4955,NO,1,174,190,238,285,271,260
GENE-4956,NO,1,0,0,0,0,0,0
GENE-4957,NO,1,0,0,0,0,0,0
GENE-4958,NO,1,1845,1374,1613,1554,1982,2091
GENE-4959,NO,1,114,100,103,119,99,124
GENE-4960,YES,1,0,0,0,0,0,0
GENE-4961,NO,1,0,0,0,0,0,0
GENE-4962,NO,1,387,393,335,352,376,356
GENE-4963,NO,1,0,0,0,0,0,0
GENE-4964,NO,1,0,0,0,0,0,0
GENE-4965,NO,1,0,0,0,0,0,0
GENE-4966,NO,1,0,0,0,0,0,0
GENE-4967,NO,1,0,0,0,0,0,0
GENE-4968,NO,1,0,0,0,0,0,0
GENE-4969,NO,1,6,8,6,8,8,13
GENE-4970,NO,1,0,0,0,0,0,0
GENE-4971,NO,1,0,0,0,1,0,0
GENE-4972,NO,1,0,0,0,0,0,0
GENE-4973,NO,1,0,0,0,0,0,0
GENE-4974,NO,1,0,0,0,0,0,0
GENE-4975,YES,1,0,0,0,0,0,0
GENE-4976,NO,1,127,192,124,107,149,128
GENE-4977,NO,1,273,197,279,279,264,306
GENE-4978,NO,1,0,0,0,0,0,0
GENE-4979,NO,1,0,2,2,2,2,0
GENE-4980,NO,1,0,0,0,0,0,0
GENE-4981,NO,1,0,0,0,0,0,0
GENE-4982,NO,1,0,0,0,0,0,0
GENE-4983,NO,1,784,733,696,683,719,757
GENE-4984,NO,1,21,36,31,35,32,14
GENE-4985,NO,1,62,110,72,88,65,58
GENE-4986,NO,1,0,0,0,0,0,0
GENE-4987,NO,1,0,0,0,0,0,0
GENE-4988,NO,1,0,0,0,0,0,0
GENE-4989,NO,1,0,0,0,0,0,0
GENE-4990,NO,1,0,0,0,0,0,0
GENE-4991,NO,1,0,0,0,0,0,0
GENE-4992,NO,1,20,21,19,19,36,22
GENE-4993,NO,1,0,0,0,0,0,0
GENE-4994,NO,1,0,0,0,0,0,0
GENE-4995,NO,1,0,0,0,0,0,0
GENE-4996,NO,1,0,0,0,0,0,0
GENE-4997,NO,1,1,2,2,2,2,5
GENE-4998,NO,1,0,0,0,0,0,0
GENE-4999,NO,1,0,0,0,0,0,0
GENE-5000,YES,1,0,0,0,0,0,0
GENE-5001,NO,1,0,0,0,0,0,0
GENE-5002,NO,1,0,0,0,0,0,0
GENE-5003,NO,1,0,0,0,0,0,0
GENE-5004,NO,1,0,0,0,0,0,0
GENE-5006,NO,1,0,0,0,0,0,0
GENE-5007,NO,1,94,62,70,217,194,187
GENE-5008,NO,1,0,0,0,0,0,0
GENE-5009,NO,1,0,0,0,0,0,0
GENE-5010,NO,1,0,0,0,0,0,0
GENE-5011,NO,1,550,764,808,805,976,962
GENE-5012,NO,1,738,945,787,403,760,452
GENE-5013,NO,1,0,0,0,0,0,0
GENE-5014,NO,1,0,0,0,0,0,0
GENE-5015,NO,1,0,0,0,0,0,0
GENE-5016,NO,1,0,0,0,0,0,0
GENE-5017,NO,1,0,0,0,0,0,0
GENE-5018,NO,1,143,192,274,112,73,58
GENE-5019,NO,1,0,0,0,0,0,0
GENE-5020,NO,1,0,0,0,0,0,1
GENE-5021,NO,1,0,0,0,0,0,0
GENE-5022,NO,1,0,0,0,0,0,0
GENE-5023,NO,1,8,9,9,15,7,11
GENE-5024,NO,1,0,0,0,0,0,0
GENE-5025,NO,1,1693,1722,1851,897,1766,1410
GENE-5026,NO,1,0,0,0,0,0,0
GENE-5027,NO,1,0,0,0,0,0,0
GENE-5028,NO,1,0,0,0,0,0,0
GENE-5029,NO,1,0,0,0,0,0,0
GENE-5030,NO,1,12,15,19,12,13,17
GENE-5031,NO,1,1,0,1,0,1,0
GENE-5032,NO,1,0,0,0,0,0,0
GENE-5033,NO,1,0,0,0,0,0,0
GENE-5034,NO,1,0,0,0,0,0,0
GENE-5035,NO,1,1,1,0,1,0,2
GENE-5036,NO,1,0,0,0,0,0,0
GENE-5037,NO,1,0,0,0,0,0,0
GENE-5038,NO,1,0,0,0,0,0,0
GENE-5039,NO,1,0,0,0,0,0,0
GENE-5040,NO,1,0,0,0,0,0,0
GENE-5041,NO,1,0,0,0,0,0,0
GENE-5042,NO,1,1,1,1,2,3,0
GENE-5043,NO,1,0,0,0,0,0,0
GENE-5044,NO,1,3,4,8,2,5,4
GENE-5045,NO,1,0,0,0,0,0,0
GENE-5046,NO,1,0,0,0,0,0,0
GENE-5047,NO,1,12,8,7,10,7,8
GENE-5048,NO,1,15,19,25,28,23,19
GENE-5049,NO,1,1,0,0,1,0,0
GENE-5050,NO,1,773,861,1148,811,829,1316
GENE-5051,NO,1,0,0,0,0,0,0
GENE-5052,NO,1,0,0,0,0,0,0
GENE-5053,NO,1,0,0,0,0,0,0
GENE-5054,NO,1,0,0,0,0,0,0
GENE-5055,NO,1,0,0,0,0,0,0
GENE-5056,NO,1,0,0,0,0,0,0
GENE-5057,NO,1,0,0,0,0,0,0
GENE-5058,NO,1,105,101,94,85,99,96
GENE-5059,NO,1,3,1,2,0,0,2
GENE-5060,NO,1,0,0,0,0,0,0
GENE-5061,NO,1,0,0,0,0,0,0
GENE-5062,NO,1,0,0,0,0,0,0
GENE-5063,NO,1,0,0,0,0,0,0
GENE-5064,NO,1,498,488,516,480,312,540
GENE-5065,NO,1,4,1,7,2,4,2
GENE-5066,NO,1,0,0,0,0,0,0
GENE-5067,NO,1,0,0,0,0,0,0
GENE-5068,NO,1,0,0,0,0,0,0
GENE-5069,NO,1,0,0,0,0,0,0
GENE-5070,NO,1,535,827,612,463,613,636
GENE-5071,NO,1,6,15,7,10,8,5
GENE-5072,NO,1,0,0,0,0,0,0
GENE-5073,NO,1,0,0,0,0,0,0
GENE-5074,NO,1,0,0,0,0,0,0
GENE-5075,YES,1,0,0,0,0,0,0
GENE-5076,NO,1,0,0,0,0,0,0
GENE-5077,NO,1,858,594,885,707,805,715
GENE-5078,YES,1,0,0,0,0,0,0
GENE-5079,NO,1,0,0,0,0,0,0
GENE-5080,NO,1,4,2,4,9,8,0
GENE-5081,NO,1,0,0,0,0,0,0
GENE-5082,NO,1,3,2,5,4,0,1
GENE-5083,NO,1,0,0,0,0,0,0
GENE-5084,NO,1,0,0,0,0,0,0
GENE-5085,NO,1,4,4,2,2,1,6
GENE-5086,NO,1,0,0,1,0,1,0
GENE-5087,YES,1,0,0,0,0,0,0
GENE-5088,NO,1,0,0,0,0,0,0
GENE-5089,NO,1,0,0,0,0,0,0
GENE-5090,NO,1,0,0,0,0,0,0
GENE-5091,NO,1,0,0,0,0,0,0
GENE-5092,NO,1,0,0,0,0,0,0
GENE-5093,NO,1,2,2,7,5,1,9
GENE-5094,NO,1,0,0,0,0,0,0
GENE-5095,NO,1,0,0,0,0,0,0
GENE-5096,NO,1,278,283,189,260,280,188
GENE-5097,NO,1,0,0,0,0,0,0
GENE-5098,NO,1,2,5,3,1,2,4
GENE-5099,NO,1,0,0,0,0,0,0
GENE-5100,NO,1,0,0,0,0,0,0
GENE-5101,NO,1,0,0,0,0,0,0
GENE-5102,NO,1,0,0,0,0,0,0
GENE-5103,NO,1,0,0,0,0,0,0
GENE-5104,NO,1,0,0,0,0,0,0
GENE-5105,NO,1,0,0,0,0,1,2
GENE-5106,YES,1,0,0,0,0,0,0
GENE-5107,NO,1,0,0,0,0,0,0
GENE-5108,NO,1,0,0,0,0,0,0
GENE-5109,NO,1,3,4,2,0,2,1
GENE-5110,NO,1,0,0,0,0,0,0
GENE-5111,NO,1,0,0,0,0,0,0
GENE-5112,NO,1,16,11,25,21,10,15
GENE-5113,NO,1,0,0,0,0,0,0
GENE-5114,NO,1,0,0,0,0,0,0
GENE-5115,NO,1,0,5,4,4,2,3
GENE-5116,NO,1,0,0,0,0,0,0
GENE-5117,NO,1,0,0,0,0,0,0
GENE-5118,NO,1,0,0,0,0,0,0
GENE-5119,NO,1,2,2,2,1,1,1
GENE-5120,NO,1,0,0,0,0,0,0
GENE-5121,NO,1,0,0,0,0,0,0
GENE-5122,NO,1,30,41,59,41,18,22
GENE-5123,NO,1,0,0,0,0,0,0
GENE-5124,NO,1,0,0,0,0,0,0
GENE-5125,NO,1,14,23,31,13,25,20
GENE-5126,NO,1,144,155,167,150,227,172
GENE-5127,NO,1,118,122,172,138,122,90
GENE-5128,NO,1,0,0,0,0,0,0
GENE-5129,NO,1,0,0,0,0,0,0
GENE-5130,NO,1,0,0,0,0,0,0
GENE-5131,NO,1,0,0,0,0,0,0
GENE-5132,NO,1,0,0,0,0,0,0
GENE-5133,NO,1,9,5,5,6,8,4
GENE-5134,NO,1,9,6,5,3,1,3
GENE-5135,NO,1,0,0,0,0,0,0
GENE-5136,NO,1,0,0,0,0,0,0
GENE-5137,NO,1,70,81,61,54,51,61
GENE-5138,NO,1,713,648,556,652,421,507
GENE-5139,NO,1,281,358,364,310,326,306
GENE-5140,NO,1,0,0,0,0,0,0
GENE-5141,NO,1,220,169,188,345,261,253
GENE-5142,YES,1,0,0,0,0,0,0
